I, [2024-11-02T14:50:33.139619 #66487]  INFO -- : Application started
I, [2024-11-11T22:33:39.068324 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 79
I, [2024-11-11T22:33:39.069713 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Володимира Великого, 2-В
I, [2024-11-11T22:33:39.070662 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Головна, 63-24
I, [2024-11-11T22:33:39.071980 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Пилипа Орлика вул. (Гайдара), 9
I, [2024-11-11T22:33:39.072945 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Чорновола, 7
I, [2024-11-11T22:33:39.074300 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Науки, 6
I, [2024-11-11T22:33:39.075328 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Будівельників, 28
I, [2024-11-11T22:33:39.076468 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Головна, 189
I, [2024-11-11T22:33:39.077541 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 15
I, [2024-11-11T22:33:39.079626 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Олександра Петрищука вул. (Суворова), 2 б
I, [2024-11-11T22:33:39.080493 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Ярослава Осмомисла вул. (Карамзіна), 8
I, [2024-11-11T22:33:39.081395 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 79
I, [2024-11-11T22:33:39.082188 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Герцена вул., 91
I, [2024-11-11T22:33:39.086570 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Полтавська вул., 1
I, [2024-11-11T22:33:39.087492 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Святошинська, 1
I, [2024-11-11T22:33:39.088321 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Франка, 7
I, [2024-11-11T22:33:39.089264 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Шухевича, 9
I, [2024-11-11T22:33:39.089347 #8232]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Полєтаєва вул., 15, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.089403 #8232]  INFO -- : Added item: Оренда: Ціна: 500 $/міс грн, Адреса: Пожарського вул., 18, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.089460 #8232]  INFO -- : Added item: Оренда: Ціна: 650 €/міс грн, Адреса: Олександра Петрищука вул. (Суворова), 2а, Площа: N/A м², Кімнат: 1 кімната, Зображення: N/A
I, [2024-11-11T22:33:39.089513 #8232]  INFO -- : Added item: Оренда: Ціна: 400 $/міс грн, Адреса: Щербанюка, 79, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.089565 #8232]  INFO -- : Added item: Оренда: Ціна: 750 $/міс грн, Адреса: Володимира Великого, 2-В, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.089616 #8232]  INFO -- : Added item: Оренда: Ціна: 210 $/міс грн, Адреса: Головна, 63-24, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.089668 #8232]  INFO -- : Added item: Оренда: Ціна: 300 $/міс грн, Адреса: Пилипа Орлика вул. (Гайдара), 9, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.089721 #8232]  INFO -- : Added item: Оренда: Ціна: 450 $/міс грн, Адреса: Чорновола, 7, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.089771 #8232]  INFO -- : Added item: Оренда: Ціна: 600 $/міс грн, Адреса: Науки, 6, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.089822 #8232]  INFO -- : Added item: Оренда: Ціна: 400 $/міс грн, Адреса: Будівельників, 28, Площа: N/A м², Кімнат: 3 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.089874 #8232]  INFO -- : Added item: Оренда: Ціна: 250 $/міс грн, Адреса: Головна, 189, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.089924 #8232]  INFO -- : Added item: Оренда: Ціна: 270 $/міс грн, Адреса: Щербанюка, 15, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.089976 #8232]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Олександра Петрищука вул. (Суворова), 2 б, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.090027 #8232]  INFO -- : Added item: Оренда: Ціна: 8 500 грн/міс грн, Адреса: Ярослава Осмомисла вул. (Карамзіна), 8, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.090078 #8232]  INFO -- : Added item: Оренда: Ціна: 650 $/міс грн, Адреса: Щербанюка, 79, Площа: N/A м², Кімнат: 1 кімната, Зображення: N/A
I, [2024-11-11T22:33:39.090127 #8232]  INFO -- : Added item: Оренда: Ціна: 600 $/міс грн, Адреса: Герцена вул., 91, Площа: N/A м², Кімнат: 3 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.090178 #8232]  INFO -- : Added item: Оренда: Ціна: 250 $/міс грн, Адреса: Полтавська вул., 1, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.090254 #8232]  INFO -- : Added item: Оренда: Ціна: 1 000 $/міс грн, Адреса: Святошинська, 1, Площа: N/A м², Кімнат: 4 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.090310 #8232]  INFO -- : Added item: Оренда: Ціна: 300 $/міс грн, Адреса: Франка, 7, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.090360 #8232]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Шухевича, 9, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:39.091489 #8232]  INFO -- : Saved items to output/items.csv
I, [2024-11-11T22:33:39.092031 #8232]  INFO -- : Saved items to output/items.json
I, [2024-11-11T22:33:39.112861 #8232]  INFO -- : Saved items to output/items_yml as YAML files
I, [2024-11-11T22:33:42.024280 #8232]  INFO -- : Application started
I, [2024-11-11T22:33:42.024457 #8232]  INFO -- : Initialized Cart instance with output directory: output
I, [2024-11-11T22:33:42.543141 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Полєтаєва вул., 15
I, [2024-11-11T22:33:42.544271 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Пожарського вул., 18
I, [2024-11-11T22:33:42.545257 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Олександра Петрищука вул. (Суворова), 2а
I, [2024-11-11T22:33:42.546480 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 79
I, [2024-11-11T22:33:42.547573 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Володимира Великого, 2-В
I, [2024-11-11T22:33:42.548491 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Головна, 63-24
I, [2024-11-11T22:33:42.549484 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Пилипа Орлика вул. (Гайдара), 9
I, [2024-11-11T22:33:42.550342 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Чорновола, 7
I, [2024-11-11T22:33:42.551628 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Науки, 6
I, [2024-11-11T22:33:42.552659 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Будівельників, 28
I, [2024-11-11T22:33:42.553777 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Головна, 189
I, [2024-11-11T22:33:42.554695 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 15
I, [2024-11-11T22:33:42.555661 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Олександра Петрищука вул. (Суворова), 2 б
I, [2024-11-11T22:33:42.556510 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Ярослава Осмомисла вул. (Карамзіна), 8
I, [2024-11-11T22:33:42.557477 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Щербанюка, 79
I, [2024-11-11T22:33:42.558289 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Герцена вул., 91
I, [2024-11-11T22:33:42.559196 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Полтавська вул., 1
I, [2024-11-11T22:33:42.560130 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Святошинська, 1
I, [2024-11-11T22:33:42.565556 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Франка, 7
I, [2024-11-11T22:33:42.566496 #8232]  INFO -- : Ініціалізовано об'єкт RentalItem з адресою Шухевича, 9
I, [2024-11-11T22:33:42.566573 #8232]  INFO -- : Added item: Оренда: Ціна: 350 $/міс грн, Адреса: Полєтаєва вул., 15, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:42.566626 #8232]  INFO -- : Added item: Оренда: Ціна: 500 $/міс грн, Адреса: Пожарського вул., 18, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:42.566677 #8232]  INFO -- : Added item: Оренда: Ціна: 650 €/міс грн, Адреса: Олександра Петрищука вул. (Суворова), 2а, Площа: N/A м², Кімнат: 1 кімната, Зображення: N/A
I, [2024-11-11T22:33:42.566727 #8232]  INFO -- : Added item: Оренда: Ціна: 400 $/міс грн, Адреса: Щербанюка, 79, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:42.566776 #8232]  INFO -- : Added item: Оренда: Ціна: 750 $/міс грн, Адреса: Володимира Великого, 2-В, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:42.566828 #8232]  INFO -- : Added item: Оренда: Ціна: 210 $/міс грн, Адреса: Головна, 63-24, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:42.566877 #8232]  INFO -- : Added item: Оренда: Ціна: 300 $/міс грн, Адреса: Пилипа Орлика вул. (Гайдара), 9, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:42.566923 #8232]  INFO -- : Added item: Оренда: Ціна: 450 $/міс грн, Адреса: Чорновола, 7, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
I, [2024-11-11T22:33:42.566969 #8232]  INFO -- : Added item: Оренда: Ціна: 600 $/міс грн, Адреса: Науки, 6, Площа: N/A м², Кімнат: 2 кімнати, Зображення: N/A
